OrderID,ItemID,Quantity,UnitPrice,TotalItemPrice
3218,6,1,10.0,10.0
3218,34,2,8.0,16.0
3218,28,5,12.0,60.0
3219,11,5,15.0,75.0
3220,11,3,15.0,45.0
3221,4,5,11.0,55.0
3222,42,3,3.0,9.0
3223,35,8,7.0,56.0
3224,35,6,7.0,42.0
3224,34,8,8.0,64.0
3224,37,7,8.0,56.0
3224,25,2,9.0,18.0
3224,26,9,10.0,90.0
3225,11,1,15.0,15.0
3225,21,5,8.0,40.0
3225,29,1,7.0,7.0
3225,1,7,10.0,70.0
3225,4,7,11.0,77.0
3225,17,9,10.0,90.0
3225,21,7,8.0,56.0
3225,11,9,15.0,135.0
3225,37,3,8.0,24.0
3225,39,2,5.0,10.0
3226,8,1,10.0,10.0
3226,34,5,8.0,40.0
3227,39,9,5.0,45.0
3227,35,5,7.0,35.0
3227,19,2,11.0,22.0
3227,25,7,9.0,63.0
3227,26,2,10.0,20.0
3227,2,1,11.0,11.0
3227,13,10,12.0,120.0
3227,43,1,3.0,3.0
3227,16,7,20.0,140.0
3228,23,7,6.0,42.0
3228,10,1,12.0,12.0
3228,8,6,10.0,60.0
3229,38,7,6.0,42.0
3229,8,6,10.0,60.0
3230,41,2,3.0,6.0
3230,29,6,7.0,42.0
3230,3,7,12.0,84.0
3231,23,1,6.0,6.0
3231,21,2,8.0,16.0
3231,25,5,9.0,45.0
3231,26,6,10.0,60.0
3231,41,7,3.0,21.0
3231,27,6,9.0,54.0
3232,29,1,7.0,7.0
3233,8,5,10.0,50.0
3234,15,9,18.0,162.0
3234,43,1,3.0,3.0
3235,27,7,9.0,63.0
3235,15,4,18.0,72.0
3235,4,7,11.0,77.0
3235,31,4,7.0,28.0
3235,4,8,11.0,88.0
3235,20,1,10.0,10.0
3235,33,3,6.0,18.0
3235,35,6,7.0,42.0
3235,4,1,11.0,11.0
3236,12,4,17.0,68.0
3236,20,6,10.0,60.0
3237,8,1,10.0,10.0
3237,6,4,10.0,40.0
3237,24,5,8.0,40.0
3237,10,10,12.0,120.0
3237,39,9,5.0,45.0
3238,22,6,7.0,42.0
3238,16,6,20.0,120.0
3239,35,5,7.0,35.0
3239,9,5,10.0,50.0
3239,21,5,8.0,40.0
3239,10,9,12.0,108.0
3239,13,6,12.0,72.0
3240,4,4,11.0,44.0
3240,18,4,12.0,48.0
3241,41,8,3.0,24.0
3241,10,7,12.0,84.0
3242,41,5,3.0,15.0
3243,23,8,6.0,48.0
3244,28,1,12.0,12.0
3245,37,6,8.0,48.0
3246,3,2,12.0,24.0
3246,30,5,10.0,50.0
3246,25,9,9.0,81.0
3247,33,6,6.0,36.0
3248,10,1,12.0,12.0
3249,24,10,8.0,80.0
3249,10,2,12.0,24.0
3249,15,9,18.0,162.0
3249,9,7,10.0,70.0
3250,5,4,12.0,48.0
3250,39,5,5.0,25.0
3251,21,1,8.0,8.0
3252,29,7,7.0,49.0
3253,7,8,11.0,88.0
3253,20,8,10.0,80.0
3254,29,8,7.0,56.0
3254,36,2,9.0,18.0
1001,43,4,3.0,12.0
1001,16,5,20.0,100.0
3255,27,10,9.0,90.0
3256,16,5,20.0,100.0
3256,35,10,7.0,70.0
3257,34,6,8.0,48.0
3258,35,7,7.0,49.0
3258,28,9,12.0,108.0
3259,13,8,12.0,96.0
3259,39,1,5.0,5.0
3260,40,4,7.0,28.0
3261,6,7,10.0,70.0
3261,15,7,18.0,126.0
3261,42,10,3.0,30.0
3261,39,9,5.0,45.0
3261,41,1,3.0,3.0
3261,20,1,10.0,10.0
3262,42,7,3.0,21.0
3262,9,7,10.0,70.0
3262,24,3,8.0,24.0
3263,3,5,12.0,60.0
3263,24,8,8.0,64.0
3264,10,4,12.0,48.0
1001,11,3,15.0,45.0
1001,19,5,11.0,55.0
3265,34,10,8.0,80.0
3265,19,8,11.0,88.0
3266,31,7,7.0,49.0
3266,13,3,12.0,36.0
1001,10,4,12.0,48.0
3267,42,4,3.0,12.0
3267,18,8,12.0,96.0
3267,4,4,11.0,44.0
3267,18,3,12.0,36.0
3267,9,3,10.0,30.0
3267,7,3,11.0,33.0
3268,29,4,7.0,28.0
3268,40,6,7.0,42.0
3268,37,1,8.0,8.0
3268,4,7,11.0,77.0
3268,35,7,7.0,49.0
3268,25,5,9.0,45.0
3268,8,1,10.0,10.0
3268,24,5,8.0,40.0
3269,23,3,6.0,18.0
3270,13,5,12.0,60.0
3271,21,1,8.0,8.0
3272,1,7,10.0,70.0
1001,17,1,10.0,10.0
1001,17,1,10.0,10.0
1001,13,4,12.0,48.0
3273,28,4,12.0,48.0
3273,34,8,8.0,64.0
3274,7,1,11.0,11.0
3274,42,4,3.0,12.0
3275,17,2,10.0,20.0
3275,18,4,12.0,48.0
1001,15,3,18.0,54.0
3276,19,9,11.0,99.0
1001,12,5,17.0,85.0
3277,20,9,10.0,90.0
3277,26,2,10.0,20.0
3278,23,1,6.0,6.0
3279,10,6,12.0,72.0
1001,33,4,6.0,24.0
1001,25,1,9.0,9.0
3280,13,2,12.0,24.0
3280,30,3,10.0,30.0
3280,21,4,8.0,32.0
3280,21,6,8.0,48.0
3280,30,2,10.0,20.0
3280,40,3,7.0,21.0
3280,3,7,12.0,84.0
3281,5,4,12.0,48.0
3281,8,6,10.0,60.0
3281,42,6,3.0,18.0
3282,26,5,10.0,50.0
3282,42,1,3.0,3.0
3283,34,1,8.0,8.0
1001,26,2,10.0,20.0
1001,6,4,10.0,40.0
1001,17,2,10.0,20.0
1001,31,3,7.0,21.0
3284,33,4,6.0,24.0
3284,43,8,3.0,24.0
3285,5,9,12.0,108.0
3285,6,10,10.0,100.0
3285,27,1,9.0,9.0
3285,29,6,7.0,42.0
3285,7,9,11.0,99.0
3286,30,6,10.0,60.0
3286,33,9,6.0,54.0
3286,15,10,18.0,180.0
3287,38,3,6.0,18.0
3287,13,6,12.0,72.0
3287,30,2,10.0,20.0
3287,23,8,6.0,48.0
3287,23,9,6.0,54.0
3287,25,5,9.0,45.0
3287,19,1,11.0,11.0
3288,27,9,9.0,81.0
3288,23,6,6.0,36.0
3289,40,4,7.0,28.0
3289,15,8,18.0,144.0
3290,27,10,9.0,90.0
3291,22,4,7.0,28.0
3291,40,3,7.0,21.0
3292,2,8,11.0,88.0
3292,24,2,8.0,16.0
3293,12,1,17.0,17.0
3294,14,6,14.0,84.0
3295,9,7,10.0,70.0
3295,43,5,3.0,15.0
3296,26,9,10.0,90.0
3296,37,3,8.0,24.0
3297,9,5,10.0,50.0
3297,12,6,17.0,102.0
3298,41,5,3.0,15.0
1001,28,5,12.0,60.0
1001,36,5,9.0,45.0
3299,13,3,12.0,36.0
3300,32,4,5.0,20.0
3300,2,2,11.0,22.0
3301,26,5,10.0,50.0
3301,27,2,9.0,18.0
3301,28,4,12.0,48.0
3301,6,2,10.0,20.0
3301,15,6,18.0,108.0
3301,6,8,10.0,80.0
3302,37,3,8.0,24.0
3302,32,9,5.0,45.0
1001,38,3,6.0,18.0
1001,6,2,10.0,20.0
3303,1,8,10.0,80.0
3303,40,7,7.0,49.0
3304,39,3,5.0,15.0
3305,10,7,12.0,84.0
3306,43,8,3.0,24.0
3306,8,1,10.0,10.0
3307,39,9,5.0,45.0
3308,23,9,6.0,54.0
3309,22,3,7.0,21.0
3309,7,3,11.0,33.0
3309,30,7,10.0,70.0
3309,39,7,5.0,35.0
3309,34,5,8.0,40.0
3309,14,6,14.0,84.0
3309,37,8,8.0,64.0
3309,25,2,9.0,18.0
3309,24,2,8.0,16.0
3310,4,3,11.0,33.0
3310,15,5,18.0,90.0
3310,24,4,8.0,32.0
3311,28,3,12.0,36.0
3312,14,5,14.0,70.0
3312,36,10,9.0,90.0
3312,19,4,11.0,44.0
3313,22,5,7.0,35.0
3313,19,7,11.0,77.0
3313,13,3,12.0,36.0
3313,40,7,7.0,49.0
3314,25,5,9.0,45.0
3314,38,6,6.0,36.0
1001,16,1,20.0,20.0
3315,26,6,10.0,60.0
3315,24,9,8.0,72.0
3315,34,7,8.0,56.0
3315,41,8,3.0,24.0
3315,17,2,10.0,20.0
3315,27,4,9.0,36.0
3315,1,6,10.0,60.0
3315,8,4,10.0,40.0
3315,6,2,10.0,20.0
3315,38,1,6.0,6.0
3316,41,2,3.0,6.0
3316,2,10,11.0,110.0
3316,43,8,3.0,24.0
3316,14,8,14.0,112.0
3316,25,8,9.0,72.0
3316,24,1,8.0,8.0
3316,6,3,10.0,30.0
3316,13,4,12.0,48.0
3317,5,7,12.0,84.0
3317,6,10,10.0,100.0
3317,14,9,14.0,126.0
3317,35,2,7.0,14.0
3317,13,6,12.0,72.0
3317,17,10,10.0,100.0
3317,3,6,12.0,72.0
3317,36,2,9.0,18.0
3318,18,8,12.0,96.0
3318,34,7,8.0,56.0
3319,5,9,12.0,108.0
3319,42,9,3.0,27.0
3319,43,9,3.0,27.0
3319,1,10,10.0,100.0
3319,16,5,20.0,100.0
3319,20,8,10.0,80.0
3319,28,7,12.0,84.0
3320,11,8,15.0,120.0
3320,12,6,17.0,102.0
3321,43,1,3.0,3.0
3321,8,9,10.0,90.0
3322,30,1,10.0,10.0
1001,12,3,17.0,51.0
1001,2,5,11.0,55.0
3323,3,1,12.0,12.0
3323,27,9,9.0,81.0
1001,33,3,6.0,18.0
3324,5,10,12.0,120.0
3325,21,10,8.0,80.0
3326,29,8,7.0,56.0
3326,15,2,18.0,36.0
3327,43,3,3.0,9.0
3328,22,1,7.0,7.0
3328,6,5,10.0,50.0
3329,8,3,10.0,30.0
3329,36,3,9.0,27.0
3329,16,3,20.0,60.0
3329,42,3,3.0,9.0
3329,2,6,11.0,66.0
3329,23,7,6.0,42.0
3329,7,2,11.0,22.0
3329,36,3,9.0,27.0
3330,15,1,18.0,18.0
3331,42,1,3.0,3.0
3332,39,1,5.0,5.0
3332,13,4,12.0,48.0
3332,4,8,11.0,88.0
3332,12,1,17.0,17.0
3332,6,5,10.0,50.0
3332,4,3,11.0,33.0
3332,2,1,11.0,11.0
3332,21,4,8.0,32.0
3332,13,7,12.0,84.0
3332,32,6,5.0,30.0
3333,17,8,10.0,80.0
3333,27,8,9.0,72.0
3334,32,8,5.0,40.0
1001,1,5,10.0,50.0
1001,42,4,3.0,12.0
3335,29,9,7.0,63.0
1001,2,1,11.0,11.0
1001,3,3,12.0,36.0
3336,13,4,12.0,48.0
3336,12,10,17.0,170.0
3336,32,10,5.0,50.0
3336,19,4,11.0,44.0
3336,12,4,17.0,68.0
3336,11,3,15.0,45.0
3336,24,1,8.0,8.0
3336,21,6,8.0,48.0
3336,39,6,5.0,30.0
3336,43,8,3.0,24.0
3337,32,9,5.0,45.0
3337,41,7,3.0,21.0
3337,10,10,12.0,120.0
3338,14,1,14.0,14.0
3338,32,6,5.0,30.0
3338,25,6,9.0,54.0
3338,30,9,10.0,90.0
3338,12,1,17.0,17.0
3338,31,6,7.0,42.0
3339,27,10,9.0,90.0
3339,25,1,9.0,9.0
3340,14,4,14.0,56.0
3340,6,3,10.0,30.0
1001,36,4,9.0,36.0
3341,38,4,6.0,24.0
3341,12,6,17.0,102.0
3341,12,5,17.0,85.0
3342,6,4,10.0,40.0
3342,41,8,3.0,24.0
1001,7,2,11.0,22.0
1001,36,4,9.0,36.0
3343,39,2,5.0,10.0
3343,25,7,9.0,63.0
3344,18,2,12.0,24.0
3344,28,4,12.0,48.0
3345,36,3,9.0,27.0
1001,14,2,14.0,28.0
1001,22,4,7.0,28.0
1001,23,3,6.0,18.0
3346,33,7,6.0,42.0
3346,33,1,6.0,6.0
3346,3,8,12.0,96.0
3347,8,10,10.0,100.0
3347,14,2,14.0,28.0
3348,33,3,6.0,18.0
3348,13,10,12.0,120.0
3349,25,7,9.0,63.0
3349,37,7,8.0,56.0
3350,14,5,14.0,70.0
3350,21,4,8.0,32.0
3351,33,3,6.0,18.0
3351,4,8,11.0,88.0
3351,12,8,17.0,136.0
3352,28,9,12.0,108.0
3352,27,5,9.0,45.0
3352,6,3,10.0,30.0
3352,31,3,7.0,21.0
3352,18,10,12.0,120.0
3352,16,2,20.0,40.0
3352,6,10,10.0,100.0
3352,22,2,7.0,14.0
3352,38,3,6.0,18.0
3353,43,10,3.0,30.0
1001,8,1,10.0,10.0
1001,31,5,7.0,35.0
1001,28,3,12.0,36.0
3354,23,1,6.0,6.0
3354,17,7,10.0,70.0
3354,35,2,7.0,14.0
3354,38,10,6.0,60.0
3355,5,6,12.0,72.0
3355,30,2,10.0,20.0
3356,20,8,10.0,80.0
3356,12,9,17.0,153.0
3357,23,5,6.0,30.0
3357,26,3,10.0,30.0
3357,17,2,10.0,20.0
3358,11,3,15.0,45.0
3358,9,1,10.0,10.0
1001,26,5,10.0,50.0
3359,8,9,10.0,90.0
3359,12,9,17.0,153.0
3359,5,6,12.0,72.0
3359,27,6,9.0,54.0
3359,28,5,12.0,60.0
3359,32,8,5.0,40.0
3359,34,9,8.0,72.0
3359,4,1,11.0,11.0
3360,1,9,10.0,90.0
3361,25,10,9.0,90.0
3362,37,5,8.0,40.0
3363,10,9,12.0,108.0
3363,33,4,6.0,24.0
3364,29,3,7.0,21.0
3364,42,5,3.0,15.0
3365,20,8,10.0,80.0
3365,5,7,12.0,84.0
3365,25,5,9.0,45.0
3365,18,4,12.0,48.0
3365,4,1,11.0,11.0
3365,3,8,12.0,96.0
3366,13,2,12.0,24.0
3366,42,9,3.0,27.0
3367,10,3,12.0,36.0
3368,10,10,12.0,120.0
3369,6,1,10.0,10.0
3370,27,4,9.0,36.0
3370,34,6,8.0,48.0
3371,15,1,18.0,18.0
3371,31,3,7.0,21.0
3371,25,8,9.0,72.0
3371,26,8,10.0,80.0
3371,8,4,10.0,40.0
3371,42,8,3.0,24.0
3371,5,2,12.0,24.0
3371,9,9,10.0,90.0
3371,31,9,7.0,63.0
3371,14,1,14.0,14.0
3372,39,10,5.0,50.0
3372,25,1,9.0,9.0
3372,38,7,6.0,42.0
3372,35,7,7.0,49.0
3372,23,9,6.0,54.0
3373,39,4,5.0,20.0
3373,28,2,12.0,24.0
3374,31,9,7.0,63.0
3374,37,3,8.0,24.0
3374,35,10,7.0,70.0
3374,31,4,7.0,28.0
3374,34,8,8.0,64.0
3374,22,10,7.0,70.0
3374,7,8,11.0,88.0
3374,8,2,10.0,20.0
3375,27,10,9.0,90.0
3375,1,1,10.0,10.0
3376,2,9,11.0,99.0
3376,40,6,7.0,42.0
3376,6,1,10.0,10.0
3377,41,2,3.0,6.0
3378,7,6,11.0,66.0
3378,31,1,7.0,7.0
3379,39,4,5.0,20.0
3379,9,4,10.0,40.0
3379,42,1,3.0,3.0
3379,9,10,10.0,100.0
3379,40,6,7.0,42.0
3379,23,9,6.0,54.0
3379,5,3,12.0,36.0
3380,18,4,12.0,48.0
3380,23,7,6.0,42.0
3381,38,2,6.0,12.0
1001,25,3,9.0,27.0
1001,25,5,9.0,45.0
1001,31,3,7.0,21.0
3382,11,9,15.0,135.0
3382,34,6,8.0,48.0
3382,1,3,10.0,30.0
3382,23,6,6.0,36.0
3382,1,6,10.0,60.0
3382,39,6,5.0,30.0
3382,23,6,6.0,36.0
3383,29,6,7.0,42.0
3384,26,2,10.0,20.0
3384,14,10,14.0,140.0
3385,23,2,6.0,12.0
3386,1,5,10.0,50.0
3386,23,8,6.0,48.0
3387,18,1,12.0,12.0
3388,2,3,11.0,33.0
3389,27,1,9.0,9.0
3389,41,5,3.0,15.0
1001,41,1,3.0,3.0
1001,24,1,8.0,8.0
1001,26,2,10.0,20.0
1001,35,5,7.0,35.0
1001,6,1,10.0,10.0
3390,3,9,12.0,108.0
3391,19,1,11.0,11.0
3391,7,7,11.0,77.0
1001,41,3,3.0,9.0
1001,32,3,5.0,15.0
3392,21,10,8.0,80.0
3392,43,5,3.0,15.0
3393,1,9,10.0,90.0
3393,10,8,12.0,96.0
3394,41,5,3.0,15.0
3395,24,8,8.0,64.0
3395,5,3,12.0,36.0
3395,5,1,12.0,12.0
3396,9,8,10.0,80.0
3397,7,10,11.0,110.0
3398,35,7,7.0,49.0
3398,28,7,12.0,84.0
3399,7,7,11.0,77.0
3400,25,7,9.0,63.0
3400,40,1,7.0,7.0
3401,22,9,7.0,63.0
3402,28,9,12.0,108.0
3403,19,2,11.0,22.0
3403,17,9,10.0,90.0
3404,27,3,9.0,27.0
3405,4,3,11.0,33.0
3406,28,5,12.0,60.0
3406,30,9,10.0,90.0
3406,15,5,18.0,90.0
3406,8,8,10.0,80.0
3406,13,6,12.0,72.0
3406,2,9,11.0,99.0
3407,1,4,10.0,40.0
3407,23,3,6.0,18.0
3407,4,7,11.0,77.0
3407,26,7,10.0,70.0
3407,30,8,10.0,80.0
3407,15,2,18.0,36.0
3407,26,1,10.0,10.0
3407,3,5,12.0,60.0
3407,4,8,11.0,88.0
3408,11,5,15.0,75.0
3408,24,8,8.0,64.0
3409,17,3,10.0,30.0
3409,10,6,12.0,72.0
3409,10,4,12.0,48.0
3409,14,4,14.0,56.0
3409,8,10,10.0,100.0
3409,35,7,7.0,49.0
3410,29,8,7.0,56.0
3410,37,9,8.0,72.0
3411,13,8,12.0,96.0
3411,19,6,11.0,66.0
3411,31,2,7.0,14.0
3411,11,5,15.0,75.0
3411,15,6,18.0,108.0
3412,16,9,20.0,180.0
3413,27,3,9.0,27.0
3413,4,5,11.0,55.0
3413,20,2,10.0,20.0
3413,32,9,5.0,45.0
3413,5,7,12.0,84.0
3413,21,7,8.0,56.0
3413,7,8,11.0,88.0
3413,5,1,12.0,12.0
3413,5,5,12.0,60.0
3414,12,2,17.0,34.0
3414,19,8,11.0,88.0
3414,8,10,10.0,100.0
3414,33,2,6.0,12.0
3414,43,4,3.0,12.0
3414,36,10,9.0,90.0
3414,26,2,10.0,20.0
3414,15,2,18.0,36.0
3414,40,5,7.0,35.0
3414,16,8,20.0,160.0
3415,13,9,12.0,108.0
3415,26,2,10.0,20.0
3416,36,9,9.0,81.0
3416,15,9,18.0,162.0
3416,5,4,12.0,48.0
3416,32,10,5.0,50.0
3416,16,6,20.0,120.0
3416,23,9,6.0,54.0
3416,27,3,9.0,27.0
3416,32,9,5.0,45.0
3416,15,4,18.0,72.0
3416,26,6,10.0,60.0
3417,38,10,6.0,60.0
3417,25,4,9.0,36.0
3417,4,4,11.0,44.0
3418,15,8,18.0,144.0
3419,35,10,7.0,70.0
3419,10,8,12.0,96.0
3420,14,6,14.0,84.0
3420,14,8,14.0,112.0
3420,5,8,12.0,96.0
3420,14,5,14.0,70.0
3420,33,5,6.0,30.0
3420,28,3,12.0,36.0
3420,38,7,6.0,42.0
3421,27,4,9.0,36.0
3421,11,1,15.0,15.0
3422,21,1,8.0,8.0
3423,27,2,9.0,18.0
3424,14,4,14.0,56.0
3425,19,3,11.0,33.0
3426,19,3,11.0,33.0
3427,10,4,12.0,48.0
3427,5,7,12.0,84.0
3427,25,6,9.0,54.0
3428,2,3,11.0,33.0
3428,40,4,7.0,28.0
1001,10,1,12.0,12.0
1001,4,1,11.0,11.0
1001,5,4,12.0,48.0
3429,10,7,12.0,84.0
3429,43,10,3.0,30.0
3430,33,3,6.0,18.0
3430,13,5,12.0,60.0
3430,9,4,10.0,40.0
3430,9,9,10.0,90.0
3430,37,2,8.0,16.0
3430,32,7,5.0,35.0
3430,16,10,20.0,200.0
3431,23,3,6.0,18.0
1001,41,3,3.0,9.0
1001,37,4,8.0,32.0
1001,12,2,17.0,34.0
1001,3,3,12.0,36.0
3432,22,10,7.0,70.0
3432,30,2,10.0,20.0
3432,21,8,8.0,64.0
3432,40,3,7.0,21.0
3432,9,9,10.0,90.0
3432,36,2,9.0,18.0
3433,40,2,7.0,14.0
3433,7,1,11.0,11.0
3433,5,2,12.0,24.0
3433,20,5,10.0,50.0
3433,24,6,8.0,48.0
3433,35,8,7.0,56.0
3433,29,8,7.0,56.0
3434,6,10,10.0,100.0
3434,11,8,15.0,120.0
3435,36,5,9.0,45.0
3436,37,6,8.0,48.0
3437,26,2,10.0,20.0
3437,21,3,8.0,24.0
3438,31,1,7.0,7.0
3438,14,9,14.0,126.0
3438,8,7,10.0,70.0
3438,34,4,8.0,32.0
3439,40,3,7.0,21.0
3440,24,1,8.0,8.0
3440,6,2,10.0,20.0
3440,32,2,5.0,10.0
3440,10,7,12.0,84.0
3440,12,10,17.0,170.0
3441,19,6,11.0,66.0
3441,42,10,3.0,30.0
1001,31,5,7.0,35.0
3442,23,7,6.0,42.0
3442,25,6,9.0,54.0
3442,24,2,8.0,16.0
3442,16,3,20.0,60.0
3443,10,10,12.0,120.0
3443,8,5,10.0,50.0
3443,39,9,5.0,45.0
3443,24,9,8.0,72.0
3443,24,9,8.0,72.0
3443,38,2,6.0,12.0
3444,26,7,10.0,70.0
3444,12,8,17.0,136.0
3445,41,6,3.0,18.0
1001,2,5,11.0,55.0
1001,8,4,10.0,40.0
3446,7,9,11.0,99.0
1001,14,2,14.0,28.0
3447,14,6,14.0,84.0
3447,23,3,6.0,18.0
3447,35,6,7.0,42.0
3447,37,8,8.0,64.0
3447,26,10,10.0,100.0
3447,30,3,10.0,30.0
3448,28,5,12.0,60.0
3449,6,6,10.0,60.0
3449,16,10,20.0,200.0
3449,39,5,5.0,25.0
3449,9,7,10.0,70.0
3449,39,6,5.0,30.0
3449,42,5,3.0,15.0
3449,7,8,11.0,88.0
3450,26,4,10.0,40.0
3450,24,7,8.0,56.0
3450,3,3,12.0,36.0
3450,17,5,10.0,50.0
3450,21,7,8.0,56.0
3451,2,6,11.0,66.0
3452,6,1,10.0,10.0
3452,11,7,15.0,105.0
3452,10,7,12.0,84.0
3452,19,9,11.0,99.0
3452,6,1,10.0,10.0
3452,39,7,5.0,35.0
3452,42,3,3.0,9.0
3452,5,9,12.0,108.0
3452,14,4,14.0,56.0
3452,24,8,8.0,64.0
3453,28,1,12.0,12.0
3454,32,5,5.0,25.0
3454,31,6,7.0,42.0
3454,20,8,10.0,80.0
3454,37,5,8.0,40.0
3454,40,3,7.0,21.0
3454,27,9,9.0,81.0
3454,42,7,3.0,21.0
3455,43,10,3.0,30.0
3455,23,3,6.0,18.0
3455,35,1,7.0,7.0
3455,22,2,7.0,14.0
3455,2,6,11.0,66.0
3455,6,4,10.0,40.0
3455,41,5,3.0,15.0
3455,24,3,8.0,24.0
3455,2,2,11.0,22.0
3455,19,3,11.0,33.0
3456,1,3,10.0,30.0
1001,33,4,6.0,24.0
1001,34,5,8.0,40.0
1001,27,4,9.0,36.0
3457,22,9,7.0,63.0
3457,23,10,6.0,60.0
3458,1,4,10.0,40.0
3459,10,2,12.0,24.0
3459,28,10,12.0,120.0
3460,25,3,9.0,27.0
3460,1,5,10.0,50.0
3460,23,3,6.0,18.0
3461,3,1,12.0,12.0
3462,21,7,8.0,56.0
3462,39,6,5.0,30.0
1001,25,2,9.0,18.0
3463,9,6,10.0,60.0
3464,36,10,9.0,90.0
3464,5,9,12.0,108.0
3464,28,4,12.0,48.0
3464,23,9,6.0,54.0
3464,1,7,10.0,70.0
3465,32,5,5.0,25.0
3466,43,4,3.0,12.0
3466,30,9,10.0,90.0
3467,6,2,10.0,20.0
3467,12,9,17.0,153.0
3468,4,5,11.0,55.0
3469,11,9,15.0,135.0
3470,12,8,17.0,136.0
3470,37,5,8.0,40.0
3470,28,1,12.0,12.0
3471,1,5,10.0,50.0
3471,38,5,6.0,30.0
3472,40,7,7.0,49.0
3473,32,6,5.0,30.0
3473,17,10,10.0,100.0
3474,21,2,8.0,16.0
3474,8,5,10.0,50.0
3474,42,10,3.0,30.0
3474,12,9,17.0,153.0
3474,18,6,12.0,72.0
3474,36,4,9.0,36.0
3474,40,10,7.0,70.0
3475,14,4,14.0,56.0
3475,34,3,8.0,24.0
3475,24,10,8.0,80.0
3476,31,9,7.0,63.0
3476,34,2,8.0,16.0
3476,19,8,11.0,88.0
3476,11,4,15.0,60.0
3476,15,7,18.0,126.0
3477,22,3,7.0,21.0
3477,32,7,5.0,35.0
3478,8,8,10.0,80.0
3478,28,6,12.0,72.0
3478,4,3,11.0,33.0
3479,28,1,12.0,12.0
3479,24,9,8.0,72.0
3479,13,10,12.0,120.0
3480,6,8,10.0,80.0
3480,8,5,10.0,50.0
3481,17,8,10.0,80.0
3481,29,2,7.0,14.0
3481,3,6,12.0,72.0
3481,1,6,10.0,60.0
3481,41,7,3.0,21.0
3482,40,3,7.0,21.0
3482,24,2,8.0,16.0
3483,10,10,12.0,120.0
3483,11,9,15.0,135.0
3484,28,3,12.0,36.0
3485,14,9,14.0,126.0
3486,34,6,8.0,48.0
3486,21,8,8.0,64.0
3487,35,5,7.0,35.0
3487,14,7,14.0,98.0
3488,26,6,10.0,60.0
1001,25,2,9.0,18.0
1001,18,1,12.0,12.0
1001,35,4,7.0,28.0
3489,21,8,8.0,64.0
3489,11,5,15.0,75.0
3489,14,6,14.0,84.0
3489,16,7,20.0,140.0
3489,38,9,6.0,54.0
3489,25,8,9.0,72.0
3489,43,3,3.0,9.0
3489,18,10,12.0,120.0
3489,22,2,7.0,14.0
3490,28,2,12.0,24.0
3490,27,3,9.0,27.0
3491,28,10,12.0,120.0
3491,3,10,12.0,120.0
3491,13,9,12.0,108.0
3491,19,7,11.0,77.0
3491,39,2,5.0,10.0
3491,36,3,9.0,27.0
3491,23,9,6.0,54.0
3491,40,2,7.0,14.0
3492,11,3,15.0,45.0
3493,12,1,17.0,17.0
3493,33,4,6.0,24.0
3493,18,7,12.0,84.0
3494,16,6,20.0,120.0
3494,32,1,5.0,5.0
3495,15,10,18.0,180.0
3496,14,3,14.0,42.0
3496,4,6,11.0,66.0
3496,2,10,11.0,110.0
3496,4,1,11.0,11.0
3496,37,9,8.0,72.0
3496,38,3,6.0,18.0
3496,18,7,12.0,84.0
3496,20,9,10.0,90.0
3497,10,6,12.0,72.0
3497,15,7,18.0,126.0
3498,39,8,5.0,40.0
3498,32,9,5.0,45.0
1001,19,4,11.0,44.0
3499,43,9,3.0,27.0
3499,6,1,10.0,10.0
3499,2,6,11.0,66.0
3499,4,10,11.0,110.0
3500,10,4,12.0,48.0
3500,40,7,7.0,49.0
3500,29,4,7.0,28.0
3500,11,4,15.0,60.0
3500,41,3,3.0,9.0
3501,29,8,7.0,56.0
3502,11,5,15.0,75.0
3503,2,5,11.0,55.0
3503,22,5,7.0,35.0
3504,17,8,10.0,80.0
3505,31,7,7.0,49.0
3505,15,2,18.0,36.0
3506,5,10,12.0,120.0
3506,28,7,12.0,84.0
3506,7,9,11.0,99.0
3507,15,6,18.0,108.0
3508,43,7,3.0,21.0
3509,27,2,9.0,18.0
3510,13,10,12.0,120.0
3511,25,6,9.0,54.0
3511,10,6,12.0,72.0
3511,37,8,8.0,64.0
3512,24,10,8.0,80.0
3513,15,10,18.0,180.0
3514,15,4,18.0,72.0
3514,28,6,12.0,72.0
3514,27,3,9.0,27.0
3514,39,1,5.0,5.0
3514,23,10,6.0,60.0
3515,10,8,12.0,96.0
3515,22,1,7.0,7.0
3515,14,5,14.0,70.0
3515,41,9,3.0,27.0
3515,28,5,12.0,60.0
3516,30,1,10.0,10.0
3516,32,2,5.0,10.0
3517,28,10,12.0,120.0
3517,19,9,11.0,99.0
3518,14,3,14.0,42.0
3518,37,5,8.0,40.0
3519,36,3,9.0,27.0
3519,40,1,7.0,7.0
1001,38,2,6.0,12.0
1001,2,1,11.0,11.0
1001,14,2,14.0,28.0
1001,24,1,8.0,8.0
1001,40,3,7.0,21.0
3520,12,7,17.0,119.0
3521,2,3,11.0,33.0
3521,16,4,20.0,80.0
3522,38,3,6.0,18.0
3522,20,3,10.0,30.0
1001,19,3,11.0,33.0
1001,41,3,3.0,9.0
1001,24,3,8.0,24.0
3523,34,7,8.0,56.0
3523,19,5,11.0,55.0
3524,6,6,10.0,60.0
3525,29,8,7.0,56.0
3525,19,3,11.0,33.0
